query                key                  attn_score          
166                  _I                   -158.49197          
184                  _new                 -156.43356          
25                   ok                   -156.35777          
43                   Th                   -155.05186          
202                  cept                 -154.18045          
7                    �                    -154.09694          
61                   _gener               -153.48019          
220                  _wr                  -152.73672          
9                    _an                  -151.04773          
97                   _arg                 -150.90129          
238                  _sure                -150.83348          
79                   _change              -150.62088          
256                  _area                -150.34523          
115                  _behind              -150.22032          
274                  _security            -150.09990          
223                  _be                  -149.25017          
168                  out                  -149.22350          
27                   _my                  -148.84773          
292                  _div                 -148.48778          
133                  _wasn                -148.46080          
151                  _surpr               -148.29111          
28                   estern               -147.84564          
10                   _events              -147.65314          
186                  _now                 -147.59900          
169                  _Congress            -147.58023          
46                   _powerful            -147.21660          
82                   _but                 -146.87276          
187                  _Get                 -146.84178          
241                  _5                   -146.71028          
45                   _col                 -146.51947          
205                  awn                  -146.20714          
100                  _where               -145.59346          
64                   _pun                 -145.49811          
204                  ody                  -145.35088          
63                   ately                -145.19153          
64                   �                    -145.12968          
223                  _peace               -145.06241          
82                   aked                 -144.71686          
259                  oun                  -144.62828          
81                   _story               -144.31837          
209                                      -144.30411          
241                  _George              -144.26318          
150                  �                    -144.13513          
240                  _intern              -144.03816          
222                  ot                   -144.02359          
141                  �                    -143.95851          
118                  _fam                 -143.76622          
118                                      -143.58928          
222                  ee                   -143.56142          
277                  _i                   -143.46169          
68                   _are                 -143.44011          
99                   _land                -143.43408          
100                  _Que                 -143.19250          
259                  V                    -143.10538          
258                  _et                  -142.80705          
259                  _researchers         -142.75809          
227                  _ag                  -142.59096          
295                  ony                  -142.49739          
117                  _include             -142.29387          
136                  ission               -142.28406          
118                  De                   -142.06693          
81                   _will                -141.96558          
86                   ull                  -141.84941          
277                  um                   -141.75346          
154                  _Tw                  -141.73550          
50                   W                    -141.67044          
0                    th                   -141.66779          
159                  ere                  -141.52129          
240                  ang                  -141.45982          
136                  _impossible          -141.39040          
277                  _Card                -141.38802          
276                  _changes             -141.34248          
135                  _lost                -141.27457          
99                   _rem                 -141.18661          
136                  _ag                  -141.06471          
13                   27                   -141.05875          
294                  _lower               -141.04266          
287                  _g                   -141.03134          
245                  ef                   -141.01192          
295                  edia                 -140.84091          
172                  ung                  -140.83699          
258                  _game                -140.43340          
18                   ock                  -140.37350          
108                  �                    -140.36082          
13                   uters                -140.25233          
154                  _Grand               -140.21936          
126                  �                    -140.19249          
267                  _it                  -140.00273          
31                   _bar                 -140.00220          
104                  _ter                 -139.91054          
201                  �                    -139.81674          
208                                      -139.73378          
