query                key                  attn_score          
1                    0                    39.23917            
0                    0                    35.82242            
2                    0                    28.59222            
4                    0                    26.57835            
3                    0                    26.52903            
5                    0                    26.41163            
10                   0                    24.63146            
12                   0                    24.56731            
1                    1                    24.36314            
15                   0                    24.33563            
6                    0                    24.18975            
14                   0                    24.18303            
16                   0                    24.11365            
2                    1                    23.81293            
7                    0                    23.65538            
13                   0                    23.57162            
17                   0                    23.53327            
21                   0                    23.42737            
11                   0                    23.38070            
30                   0                    23.19351            
19                   0                    23.04938            
8                    0                    22.97206            
23                   0                    22.76805            
24                   0                    22.70952            
34                   0                    22.67474            
9                    0                    22.51949            
26                   0                    22.40833            
22                   0                    22.38324            
20                   0                    22.31311            
18                   0                    22.22771            
37                   0                    22.12736            
31                   0                    21.81187            
29                   0                    21.79986            
33                   0                    21.59231            
38                   0                    21.55285            
40                   0                    21.20416            
43                   0                    21.14659            
42                   0                    21.03834            
25                   0                    21.03590            
28                   0                    21.01551            
27                   0                    20.87002            
2                    2                    20.83973            
6                    6                    20.41325            
3                    1                    20.36744            
32                   0                    20.33605            
4                    1                    20.19423            
45                   0                    20.13827            
52                   0                    19.94616            
41                   0                    19.87415            
50                   0                    19.84713            
44                   0                    19.81705            
60                   0                    19.80184            
46                   0                    19.79714            
39                   0                    19.56032            
58                   0                    19.54302            
53                   0                    19.40551            
3                    3                    19.37724            
89                   0                    19.34639            
4                    3                    19.28332            
36                   0                    19.20815            
57                   0                    19.12343            
7                    6                    19.04988            
35                   0                    18.89751            
48                   0                    18.88765            
82                   0                    18.87345            
84                   0                    18.86251            
71                   0                    18.84963            
5                    1                    18.83870            
47                   0                    18.70088            
4                    4                    18.69282            
83                   0                    18.62183            
54                   0                    18.60007            
73                   0                    18.55452            
51                   0                    18.54009            
59                   0                    18.48304            
64                   0                    18.36417            
6                    1                    18.35262            
5                    5                    18.30610            
4                    2                    18.24020            
49                   0                    18.23336            
86                   0                    18.22943            
79                   0                    18.17956            
7                    7                    18.17768            
63                   0                    18.14898            
76                   0                    18.07525            
80                   0                    18.04564            
6                    5                    17.96800            
62                   0                    17.96299            
8                    6                    17.92132            
3                    2                    17.89437            
56                   0                    17.76284            
9                    6                    17.76053            
85                   0                    17.67971            
131                  0                    17.64891            
93                   0                    17.61596            
65                   0                    17.61532            
67                   0                    17.60659            
69                   0                    17.57611            
8                    8                    17.55751            
7                    1                    17.55382            
66                   0                    17.55316            
78                   0                    17.52743            
74                   0                    17.41386            
7                    5                    17.33647            
55                   0                    17.28476            
77                   0                    17.27167            
96                   0                    17.26907            
70                   0                    17.21731            
5                    3                    17.20422            
10                   6                    17.19596            
81                   0                    17.16669            
6                    3                    17.16602            
75                   0                    17.10947            
68                   0                    17.10287            
61                   0                    17.09720            
6                    2                    17.08226            
146                  0                    16.99453            
5                    2                    16.97862            
11                   6                    16.90150            
9                    9                    16.72399            
90                   0                    16.70624            
6                    4                    16.68643            
5                    4                    16.67797            
8                    7                    16.66048            
7                    3                    16.52685            
9                    8                    16.46940            
88                   0                    16.44898            
11                   8                    16.42725            
87                   0                    16.42234            
102                  0                    16.38775            
136                  0                    16.38674            
10                   1                    16.32413            
10                   8                    16.23673            
7                    2                    16.20941            
11                   11                   16.20932            
140                  0                    16.20452            
8                    5                    16.11981            
91                   0                    16.08327            
11                   7                    16.07424            
126                  0                    16.06767            
95                   0                    16.03462            
10                   9                    16.02776            
9                    1                    16.02506            
72                   0                    16.01356            
11                   9                    16.00278            
12                   6                    15.99978            
11                   1                    15.97412            
7                    4                    15.96917            
9                    7                    15.94741            
108                  0                    15.92732            
97                   0                    15.87481            
105                  0                    15.86487            
142                  0                    15.85427            
100                  0                    15.84890            
138                  0                    15.82811            
132                  0                    15.81501            
107                  0                    15.80067            
106                  0                    15.74776            
10                   7                    15.72692            
101                  0                    15.66368            
99                   0                    15.65026            
8                    1                    15.64495            
182                  0                    15.62480            
137                  0                    15.53930            
12                   8                    15.51302            
94                   0                    15.49064            
8                    3                    15.46537            
150                  0                    15.46476            
9                    5                    15.42060            
11                   5                    15.34827            
92                   0                    15.31604            
98                   0                    15.31027            
12                   1                    15.28253            
10                   5                    15.27288            
119                  0                    15.26554            
14                   6                    15.25456            
15                   6                    15.24259            
114                  0                    15.23817            
9                    3                    15.21946            
104                  0                    15.19183            
103                  0                    15.15328            
12                   12                   15.14583            
128                  0                    15.13645            
10                   3                    15.03705            
12                   9                    15.02819            
14                   14                   15.01567            
135                  0                    14.99115            
13                   6                    14.98782            
11                   3                    14.97496            
141                  0                    14.96316            
161                  0                    14.94395            
12                   7                    14.93353            
8                    2                    14.89412            
15                   1                    14.88138            
120                  0                    14.86816            
112                  0                    14.86034            
8                    4                    14.84233            
17                   6                    14.81130            
9                    2                    14.80018            
170                  0                    14.79161            
157                  0                    14.77358            
14                   1                    14.76708            
12                   11                   14.73948            
10                   10                   14.70299            
139                  0                    14.69908            
10                   2                    14.67502            
134                  0                    14.64350            
11                   10                   14.62375            
115                  0                    14.61772            
175                  0                    14.61564            
12                   5                    14.59926            
17                   1                    14.58626            
15                   14                   14.57114            
14                   7                    14.55443            
147                  0                    14.54584            
130                  0                    14.53463            
14                   8                    14.49303            
18                   6                    14.47508            
15                   12                   14.45807            
11                   2                    14.45393            
20                   1                    14.41770            
15                   8                    14.41476            
14                   12                   14.40482            
220                  0                    14.39911            
14                   9                    14.38325            
118                  0                    14.38219            
129                  0                    14.37888            
14                   13                   14.34696            
19                   1                    14.29381            
116                  0                    14.28971            
19                   6                    14.28680            
12                   3                    14.28501            
9                    4                    14.28242            
174                  0                    14.27061            
122                  0                    14.26823            
15                   15                   14.25950            
16                   6                    14.20795            
17                   14                   14.20583            
15                   7                    14.19367            
10                   4                    14.17562            
15                   9                    14.15770            
15                   13                   14.11941            
143                  0                    14.11105            
14                   11                   14.08515            
18                   1                    14.08192            
164                  0                    14.07987            
14                   5                    14.05487            
11                   4                    14.05326            
110                  0                    14.03164            
13                   9                    14.02458            
113                  0                    14.01887            
12                   2                    14.01255            
17                   9                    14.00659            
12                   10                   13.98290            
156                  0                    13.94887            
149                  0                    13.93721            
15                   11                   13.93522            
20                   6                    13.91345            
152                  0                    13.90772            
17                   13                   13.90724            
13                   13                   13.90674            
117                  0                    13.88521            
171                  0                    13.85748            
13                   8                    13.85383            
15                   3                    13.85143            
17                   17                   13.84138            
133                  0                    13.80794            
18                   14                   13.80571            
13                   1                    13.75593            
17                   12                   13.74224            
15                   5                    13.73149            
13                   12                   13.72746            
188                  0                    13.72176            
13                   7                    13.71000            
14                   3                    13.70498            
17                   7                    13.70139            
180                  0                    13.69856            
163                  0                    13.69694            
18                   9                    13.68911            
183                  0                    13.67931            
12                   4                    13.67825            
17                   11                   13.67613            
17                   8                    13.65177            
18                   8                    13.64939            
124                  0                    13.61207            
172                  0                    13.57435            
26                   1                    13.56129            
214                  0                    13.55205            
13                   11                   13.54973            
18                   13                   13.54090            
20                   14                   13.53482            
18                   18                   13.53325            
19                   19                   13.53253            
111                  0                    13.52394            
167                  0                    13.50441            
14                   10                   13.49295            
18                   12                   13.47820            
16                   16                   13.47604            
19                   14                   13.47493            
16                   14                   13.46956            
18                   7                    13.46716            
19                   9                    13.46328            
125                  0                    13.45716            
19                   13                   13.45493            
162                  0                    13.43254            
17                   16                   13.42125            
16                   8                    13.41569            
18                   11                   13.40606            
14                   2                    13.36825            
20                   19                   13.33695            
213                  0                    13.31636            
15                   10                   13.31589            
17                   15                   13.29166            
192                  0                    13.26344            
17                   5                    13.25074            
16                   9                    13.24743            
123                  0                    13.23424            
16                   1                    13.23121            
155                  0                    13.22585            
17                   3                    13.21959            
16                   12                   13.21525            
109                  0                    13.20369            
18                   17                   13.19900            
20                   9                    13.19340            
19                   12                   13.18087            
151                  0                    13.17976            
145                  0                    13.16587            
16                   13                   13.15868            
13                   5                    13.15473            
17                   2                    13.11304            
18                   15                   13.08776            
13                   3                    13.08602            
21                   1                    13.08406            
20                   13                   13.08225            
158                  0                    13.06888            
153                  0                    13.05956            
210                  0                    13.05612            
19                   8                    13.05539            
15                   2                    13.05283            
14                   4                    13.05049            
226                  0                    13.04536            
195                  0                    13.03383            
20                   12                   13.03010            
26                   26                   13.02514            
18                   5                    13.00589            
121                  0                    13.00126            
160                  0                    12.99999            
225                  0                    12.99960            
15                   4                    12.97235            
19                   16                   12.95931            
165                  0                    12.95883            
20                   8                    12.95867            
18                   16                   12.95724            
148                  0                    12.93643            
19                   7                    12.91537            
235                  0                    12.91020            
19                   5                    12.89769            
16                   7                    12.89332            
18                   3                    12.87512            
13                   2                    12.86452            
20                   7                    12.83584            
20                   5                    12.82978            
19                   17                   12.82443            
20                   17                   12.81801            
16                   15                   12.81605            
20                   16                   12.81108            
23                   1                    12.80393            
173                  0                    12.80364            
17                   10                   12.80068            
184                  0                    12.79636            
21                   21                   12.79042            
285                  0                    12.78011            
168                  0                    12.75323            
16                   11                   12.74651            
179                  0                    12.74198            
254                  0                    12.74018            
20                   15                   12.73021            
227                  0                    12.72724            
16                   5                    12.72230            
16                   3                    12.72004            
13                   10                   12.71964            
26                   6                    12.70778            
20                   18                   12.69844            
177                  0                    12.68418            
19                   11                   12.66726            
19                   18                   12.65920            
19                   15                   12.64784            
230                  0                    12.63504            
258                  0                    12.63101            
21                   6                    12.57488            
17                   4                    12.56462            
19                   2                    12.53071            
18                   10                   12.50567            
127                  0                    12.50548            
20                   11                   12.50140            
26                   21                   12.49049            
154                  0                    12.48977            
23                   6                    12.41425            
212                  0                    12.41184            
13                   4                    12.40847            
19                   3                    12.40318            
18                   2                    12.40119            
22                   1                    12.39525            
204                  0                    12.38607            
21                   14                   12.37631            
223                  0                    12.37282            
166                  0                    12.35802            
189                  0                    12.34080            
159                  0                    12.32361            
24                   6                    12.31791            
224                  0                    12.31699            
231                  0                    12.29714            
26                   14                   12.28585            
194                  0                    12.27410            
20                   2                    12.25485            
21                   13                   12.25239            
257                  0                    12.24644            
24                   1                    12.24004            
242                  0                    12.23937            
20                   3                    12.23692            
21                   12                   12.23260            
26                   13                   12.22031            
215                  0                    12.21687            
187                  0                    12.21125            
19                   10                   12.20714            
23                   21                   12.16709            
26                   12                   12.15914            
23                   14                   12.14799            
26                   19                   12.14014            
18                   4                    12.11994            
208                  0                    12.11515            
16                   10                   12.09884            
