query                key                  attn_score          
285                  1                    -67.22501           
285                  3                    -66.47221           
285                  2                    -66.32130           
285                  5                    -66.23184           
285                  7                    -65.87145           
285                  8                    -65.85424           
285                  4                    -65.80836           
285                  6                    -65.74634           
285                  9                    -64.98657           
285                  10                   -64.86622           
235                  2                    -64.79445           
235                  5                    -64.62224           
285                  11                   -64.54099           
285                  13                   -64.51734           
235                  4                    -64.40743           
235                  3                    -64.35491           
235                  1                    -64.25440           
285                  12                   -64.20812           
285                  14                   -63.92689           
173                  1                    -63.56954           
285                  15                   -63.53596           
285                  16                   -63.49844           
235                  6                    -63.32052           
285                  19                   -63.19630           
235                  8                    -63.13749           
285                  17                   -62.85855           
285                  18                   -62.81577           
235                  9                    -62.70411           
285                  0                    -62.62854           
235                  7                    -62.60095           
285                  20                   -62.60011           
235                  12                   -62.57452           
173                  2                    -62.56956           
173                  3                    -62.50378           
173                  5                    -62.36771           
285                  21                   -62.34154           
235                  10                   -62.18755           
173                  4                    -61.99561           
235                  11                   -61.94404           
235                  14                   -61.93058           
235                  13                   -61.81826           
235                  15                   -61.78344           
285                  22                   -61.71012           
173                  6                    -61.67084           
285                  23                   -61.60801           
235                  16                   -61.49121           
235                  17                   -61.40250           
285                  25                   -61.39633           
285                  24                   -61.34783           
173                  8                    -61.28437           
235                  19                   -61.14562           
235                  23                   -61.04050           
173                  7                    -60.97287           
235                  21                   -60.96403           
235                  27                   -60.95799           
285                  29                   -60.95347           
285                  26                   -60.93771           
285                  27                   -60.90078           
173                  9                    -60.83268           
235                  18                   -60.79143           
285                  28                   -60.70872           
173                  10                   -60.60886           
235                  24                   -60.54423           
235                  28                   -60.50600           
235                  20                   -60.46186           
235                  22                   -60.44930           
285                  30                   -60.39580           
173                  12                   -60.35280           
235                  25                   -60.35112           
173                  14                   -60.22306           
173                  11                   -60.21841           
235                  0                    -60.20889           
235                  26                   -60.04163           
235                  29                   -60.04123           
173                  13                   -60.01466           
235                  32                   -59.82120           
173                  15                   -59.81199           
235                  31                   -59.80858           
173                  16                   -59.79991           
173                  17                   -59.79070           
285                  37                   -59.76094           
285                  31                   -59.74041           
285                  41                   -59.70509           
285                  33                   -59.67173           
173                  19                   -59.65715           
285                  35                   -59.64732           
235                  30                   -59.63551           
285                  32                   -59.63217           
285                  39                   -59.32553           
235                  34                   -59.31268           
285                  34                   -59.29683           
173                  20                   -59.17279           
285                  36                   -59.13331           
